ticket_id,gold_category,gold_priority,gold_summary
T000815,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000816,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000817,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T000818,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T000819,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000820,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T000821,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000822,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T000823,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T000824,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T000825,refund,low,Customer requests update on refund amount and processing time.
T000826,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000827,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000828,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000829,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T000830,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T000831,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000832,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000833,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000834,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T000835,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000836,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000837,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T000838,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T000839,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000840,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T000841,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000842,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000843,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T000844,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000845,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000846,refund,high,Customer requests update on refund amount and processing time.
T000847,billing,low,Customer reports billing discrepancy or missing invoice details.
T000848,warranty,low,Customer asks whether product issue is covered under warranty terms.
T000849,billing,high,Customer reports billing discrepancy or missing invoice details.
T000850,refund,low,Customer requests update on refund amount and processing time.
T000851,refund,urgent,Customer requests update on refund amount and processing time.
T000852,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T000853,refund,medium,Customer requests update on refund amount and processing time.
T000854,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T000855,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000856,refund,low,Customer requests update on refund amount and processing time.
T000857,warranty,low,Customer asks whether product issue is covered under warranty terms.
T000858,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000859,refund,medium,Customer requests update on refund amount and processing time.
T000860,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T000861,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T000862,refund,urgent,Customer requests update on refund amount and processing time.
T000863,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000864,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000865,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T000866,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000867,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000868,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000869,billing,low,Customer reports billing discrepancy or missing invoice details.
T000870,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000871,warranty,high,Customer asks whether product issue is covered under warranty terms.
T000872,refund,urgent,Customer requests update on refund amount and processing time.
T000873,refund,urgent,Customer requests update on refund amount and processing time.
T000874,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000875,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T000876,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T000877,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T000878,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000879,billing,high,Customer reports billing discrepancy or missing invoice details.
T000880,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000881,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000882,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T000883,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000884,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T000885,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000886,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T000887,warranty,low,Customer asks whether product issue is covered under warranty terms.
T000888,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000889,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000890,refund,urgent,Customer requests update on refund amount and processing time.
T000891,refund,high,Customer requests update on refund amount and processing time.
T000892,billing,low,Customer reports billing discrepancy or missing invoice details.
T000893,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000894,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000895,refund,low,Customer requests update on refund amount and processing time.
T000896,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T000897,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T000898,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000899,billing,high,Customer reports billing discrepancy or missing invoice details.
T000900,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000901,refund,high,Customer requests update on refund amount and processing time.
T000902,billing,medium,Customer reports billing discrepancy or missing invoice details.
T000903,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T000904,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T000905,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T000906,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000907,refund,medium,Customer requests update on refund amount and processing time.
T000908,refund,high,Customer requests update on refund amount and processing time.
T000909,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T000910,warranty,high,Customer asks whether product issue is covered under warranty terms.
T000911,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000912,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000913,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T000914,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T000915,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000916,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000917,billing,high,Customer reports billing discrepancy or missing invoice details.
T000918,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T000919,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000920,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T000921,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000922,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000923,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T000924,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000925,refund,medium,Customer requests update on refund amount and processing time.
T000926,warranty,high,Customer asks whether product issue is covered under warranty terms.
T000927,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T000928,refund,medium,Customer requests update on refund amount and processing time.
T000929,refund,low,Customer requests update on refund amount and processing time.
T000930,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000931,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T000932,refund,low,Customer requests update on refund amount and processing time.
T000933,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000934,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000935,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T000936,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000937,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000938,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000939,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000940,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T000941,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T000942,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T000943,warranty,high,Customer asks whether product issue is covered under warranty terms.
T000944,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000945,refund,urgent,Customer requests update on refund amount and processing time.
T000946,refund,low,Customer requests update on refund amount and processing time.
T000947,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000948,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T000949,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000950,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000951,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T000952,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000953,refund,high,Customer requests update on refund amount and processing time.
T000954,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T000955,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000956,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000957,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000958,warranty,low,Customer asks whether product issue is covered under warranty terms.
T000959,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000960,warranty,high,Customer asks whether product issue is covered under warranty terms.
T000961,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T000962,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T000963,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000964,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T000965,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000966,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T000967,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000968,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T000969,refund,urgent,Customer requests update on refund amount and processing time.
T000970,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T000971,billing,high,Customer reports billing discrepancy or missing invoice details.
T000972,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T000973,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T000974,warranty,low,Customer asks whether product issue is covered under warranty terms.
T000975,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000976,refund,urgent,Customer requests update on refund amount and processing time.
T000977,warranty,high,Customer asks whether product issue is covered under warranty terms.
T000978,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T000979,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000980,refund,medium,Customer requests update on refund amount and processing time.
T000981,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000982,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000983,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T000984,billing,low,Customer reports billing discrepancy or missing invoice details.
T000985,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T000986,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T000987,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000988,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T000989,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T000990,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T000991,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T000992,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T000993,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T000994,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T000995,billing,medium,Customer reports billing discrepancy or missing invoice details.
T000996,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T000997,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000998,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T000999,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T001000,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001001,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001002,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001003,billing,low,Customer reports billing discrepancy or missing invoice details.
T001004,refund,medium,Customer requests update on refund amount and processing time.
T001005,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001006,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001007,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001008,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001009,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T001010,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001011,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T001012,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001013,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T001014,refund,medium,Customer requests update on refund amount and processing time.
T001015,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001016,refund,low,Customer requests update on refund amount and processing time.
T001017,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001018,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T001019,refund,urgent,Customer requests update on refund amount and processing time.
T001020,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T001021,refund,medium,Customer requests update on refund amount and processing time.
T001022,billing,low,Customer reports billing discrepancy or missing invoice details.
T001023,billing,medium,Customer reports billing discrepancy or missing invoice details.
T001024,refund,urgent,Customer requests update on refund amount and processing time.
T001025,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001026,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T001027,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001028,billing,high,Customer reports billing discrepancy or missing invoice details.
T001029,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001030,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T001031,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001032,refund,medium,Customer requests update on refund amount and processing time.
T001033,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001034,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T001035,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001036,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001037,refund,urgent,Customer requests update on refund amount and processing time.
T001038,billing,low,Customer reports billing discrepancy or missing invoice details.
T001039,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001040,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001041,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001042,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T001043,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001044,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001045,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001046,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001047,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001048,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001049,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T001050,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001051,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001052,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001053,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T001054,refund,low,Customer requests update on refund amount and processing time.
T001055,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T001056,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001057,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001058,billing,medium,Customer reports billing discrepancy or missing invoice details.
T001059,refund,urgent,Customer requests update on refund amount and processing time.
T001060,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001061,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001062,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T001063,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T001064,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001065,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001066,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001067,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T001068,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001069,refund,high,Customer requests update on refund amount and processing time.
T001070,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T001071,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001072,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001073,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001074,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001075,billing,high,Customer reports billing discrepancy or missing invoice details.
T001076,refund,urgent,Customer requests update on refund amount and processing time.
T001077,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T001078,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001079,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001080,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001081,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T001082,billing,high,Customer reports billing discrepancy or missing invoice details.
T001083,refund,urgent,Customer requests update on refund amount and processing time.
T001084,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001085,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001086,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T001087,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T001088,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001089,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001090,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001091,warranty,low,Customer asks whether product issue is covered under warranty terms.
T001092,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T001093,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001094,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001095,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001096,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T001097,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001098,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001099,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T001100,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001101,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T001102,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001103,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T001104,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001105,billing,high,Customer reports billing discrepancy or missing invoice details.
T001106,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001107,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T001108,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T001109,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001110,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T001111,refund,medium,Customer requests update on refund amount and processing time.
T001112,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001113,billing,high,Customer reports billing discrepancy or missing invoice details.
T001114,billing,high,Customer reports billing discrepancy or missing invoice details.
T001115,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001116,refund,low,Customer requests update on refund amount and processing time.
T001117,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001118,billing,medium,Customer reports billing discrepancy or missing invoice details.
T001119,billing,high,Customer reports billing discrepancy or missing invoice details.
T001120,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T001121,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001122,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001123,refund,high,Customer requests update on refund amount and processing time.
T001124,billing,low,Customer reports billing discrepancy or missing invoice details.
T001125,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001126,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001127,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T001128,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001129,billing,low,Customer reports billing discrepancy or missing invoice details.
T001130,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001131,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001132,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T001133,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001134,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T001135,billing,high,Customer reports billing discrepancy or missing invoice details.
T001136,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001137,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001138,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T001139,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001140,billing,medium,Customer reports billing discrepancy or missing invoice details.
T001141,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T001142,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001143,refund,low,Customer requests update on refund amount and processing time.
T001144,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001145,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001146,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001147,warranty,medium,Customer asks whether product issue is covered under warranty terms.
T001148,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T001149,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001150,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001151,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T001152,warranty,low,Customer asks whether product issue is covered under warranty terms.
T001153,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T001154,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001155,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T001156,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T001157,refund,low,Customer requests update on refund amount and processing time.
T001158,technical_issue,low,Customer reports malfunction after setup and requests troubleshooting guidance.
T001159,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001160,billing,high,Customer reports billing discrepancy or missing invoice details.
T001161,return_request,medium,"Customer wants to know eligibility, label generation, and return steps."
T001162,refund,medium,Customer requests update on refund amount and processing time.
T001163,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
T001164,product_question,medium,"Customer needs clarification on specifications, accessories, or compatibility."
T001165,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001166,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001167,technical_issue,urgent,Customer reports malfunction after setup and requests troubleshooting guidance.
T001168,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T001169,delivery_issue,medium,Customer indicates tracking has not moved or estimated delivery is unclear.
T001170,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T001171,delivery_issue,high,Customer indicates tracking has not moved or estimated delivery is unclear.
T001172,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001173,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T001174,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T001175,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T001176,warranty,low,Customer asks whether product issue is covered under warranty terms.
T001177,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001178,billing,low,Customer reports billing discrepancy or missing invoice details.
T001179,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T001180,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001181,refund,medium,Customer requests update on refund amount and processing time.
T001182,warranty,urgent,Customer asks whether product issue is covered under warranty terms.
T001183,refund,medium,Customer requests update on refund amount and processing time.
T001184,warranty,high,Customer asks whether product issue is covered under warranty terms.
T001185,delivery_issue,low,Customer indicates tracking has not moved or estimated delivery is unclear.
T001186,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T001187,return_request,high,"Customer wants to know eligibility, label generation, and return steps."
T001188,billing,high,Customer reports billing discrepancy or missing invoice details.
T001189,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001190,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001191,product_question,urgent,"Customer needs clarification on specifications, accessories, or compatibility."
T001192,refund,medium,Customer requests update on refund amount and processing time.
T001193,product_question,low,"Customer needs clarification on specifications, accessories, or compatibility."
T001194,billing,urgent,Customer reports billing discrepancy or missing invoice details.
T001195,technical_issue,medium,Customer reports malfunction after setup and requests troubleshooting guidance.
T001196,technical_issue,high,Customer reports malfunction after setup and requests troubleshooting guidance.
T001197,product_question,high,"Customer needs clarification on specifications, accessories, or compatibility."
T001198,return_request,urgent,"Customer wants to know eligibility, label generation, and return steps."
T001199,delivery_issue,urgent,Customer indicates tracking has not moved or estimated delivery is unclear.
T001200,return_request,low,"Customer wants to know eligibility, label generation, and return steps."
