ticket_id,customer_id,order_id,ticket_channel,ticket_type,priority,status,created_at,resolved_at,subject,description,assigned_team,resolution_summary
T000618,C00409,O000723,chat,refund,urgent,open,2025-08-10 11:25:12,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000619,C00258,O001185,chat,billing,medium,open,2026-03-12 09:13:56,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000620,C00199,O001083,email,technical_issue,low,closed,2025-11-12 14:12:32,2025-11-17 10:12:32,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Issued refund after return inspection.
T000621,C00177,O000639,chat,technical_issue,low,resolved,2025-05-20 19:54:37,2025-05-23 18:54:37,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Shared shipment update and opened carrier claim.
T000622,C00053,,email,technical_issue,urgent,open,2025-11-27 07:11:04,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000623,C00327,O000534,chat,technical_issue,low,pending_customer,2025-12-24 16:23:52,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000624,C00094,O000602,email,return_request,urgent,closed,2025-09-29 11:52:07,2025-09-29 21:52:07,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Clarified invoice and resent billing document.
T000625,C00376,O000171,email,delivery_issue,high,resolved,2025-12-10 23:12:16,2025-12-13 15:12:16,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Validated warranty and requested diagnostic evidence.
T000626,C00396,O000735,phone,product_question,medium,open,2025-09-28 08:32:12,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,
T000627,C00325,O000215,phone,product_question,urgent,resolved,2026-02-11 00:05:05,2026-02-12 16:05:05,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,Validated warranty and requested diagnostic evidence.
T000628,C00250,,phone,refund,low,resolved,2026-02-07 11:46:09,2026-02-10 02:46:09,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Issued refund after return inspection.
T000629,C00303,O001323,chat,product_question,urgent,resolved,2025-05-05 17:44:41,2025-05-06 14:44:41,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Provided policy details and next steps.
T000630,C00269,O000029,phone,technical_issue,urgent,new,2026-03-07 19:53:01,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000631,C00400,O001192,phone,technical_issue,urgent,open,2025-01-09 21:45:34,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000632,C00336,,chat,refund,high,open,2025-09-02 05:40:30,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000633,C00421,,phone,billing,low,closed,2025-10-23 04:41:19,2025-10-25 22:41:19,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,Validated warranty and requested diagnostic evidence.
T000634,C00377,O000903,phone,delivery_issue,urgent,resolved,2025-08-06 10:10:25,2025-08-08 18:10:25,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Issued refund after return inspection.
T000635,C00204,O001446,email,refund,low,open,2025-07-03 17:40:18,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000636,C00450,O000146,web_form,return_request,low,pending_customer,2025-10-16 13:45:17,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T000637,C00281,O000834,chat,product_question,high,pending_customer,2026-01-17 03:07:32,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000638,C00063,,email,delivery_issue,medium,open,2025-01-08 19:41:08,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000639,C00402,O001366,email,product_question,high,open,2025-04-02 01:11:46,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,
T000640,C00024,,web_form,refund,high,new,2025-04-11 09:11:59,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000641,C00352,O000894,email,warranty,high,resolved,2025-03-14 10:11:28,2025-03-16 06:11:28,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,Shared shipment update and opened carrier claim.
T000642,C00379,O000528,phone,return_request,medium,pending_customer,2025-05-25 13:07:04,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T000643,C00496,O001021,email,return_request,medium,resolved,2025-01-07 19:05:35,2025-01-10 16:05:35,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,Clarified invoice and resent billing document.
T000644,C00375,O001422,phone,technical_issue,medium,resolved,2025-12-15 10:46:51,2025-12-17 00:46:51,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Validated warranty and requested diagnostic evidence.
T000645,C00486,O001280,email,delivery_issue,high,resolved,2025-12-25 16:47:30,2025-12-26 03:47:30,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,Issued refund after return inspection.
T000646,C00472,,web_form,billing,medium,pending_customer,2025-04-13 05:06:14,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000647,C00359,O001072,web_form,billing,low,open,2025-07-02 21:54:08,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000648,C00424,,phone,billing,high,closed,2025-07-07 01:23:57,2025-07-08 07:23:57,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Clarified invoice and resent billing document.
T000649,C00089,O001340,email,billing,medium,closed,2025-02-06 08:22:38,2025-02-09 10:22:38,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Validated warranty and requested diagnostic evidence.
T000650,C00490,O000621,phone,billing,low,resolved,2026-01-25 14:43:57,2026-01-25 23:43:57,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Issued refund after return inspection.
T000651,C00338,O001470,phone,product_question,high,open,2025-04-13 10:23:31,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",customer_care,
T000652,C00500,O000114,phone,technical_issue,high,closed,2025-08-16 19:54:35,2025-08-21 06:54:35,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Validated warranty and requested diagnostic evidence.
T000653,C00325,O000821,email,refund,urgent,open,2026-01-17 00:33:01,,Refund request for recent order,Customer requests update on refund amount and processing time.,customer_care,
T000654,C00350,O000024,email,product_question,low,resolved,2025-04-11 07:51:16,2025-04-12 18:51:16,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Clarified invoice and resent billing document.
T000655,C00327,O001132,chat,billing,high,pending_customer,2025-11-24 04:34:49,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T000656,C00313,O000371,chat,warranty,low,resolved,2025-06-07 07:26:42,2025-06-07 11:26:42,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,Clarified invoice and resent billing document.
T000657,C00105,O000656,chat,product_question,medium,open,2025-01-17 05:12:24,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000658,C00116,O000284,phone,delivery_issue,low,open,2025-04-22 13:36:04,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000659,C00285,O001320,email,return_request,high,new,2025-06-16 10:26:29,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000660,C00481,O001374,chat,product_question,medium,resolved,2025-07-30 12:17:32,2025-08-02 13:17:32,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Shared shipment update and opened carrier claim.
T000661,C00218,O000810,email,delivery_issue,urgent,pending_customer,2025-08-22 20:50:27,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000662,C00393,O000404,chat,refund,low,pending_customer,2025-03-14 20:38:46,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000663,C00367,,chat,technical_issue,low,open,2025-09-05 00:04:33,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000664,C00229,O000980,email,warranty,low,resolved,2025-08-23 12:12:01,2025-08-25 00:12:01,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Clarified invoice and resent billing document.
T000665,C00135,O000339,chat,product_question,high,closed,2026-01-18 11:23:57,2026-01-22 21:23:57,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Issued refund after return inspection.
T000666,C00130,O000747,email,delivery_issue,medium,new,2026-01-17 20:25:38,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000667,C00075,O000107,web_form,return_request,low,open,2025-06-22 16:18:03,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000668,C00250,O000891,web_form,delivery_issue,urgent,new,2025-12-20 02:45:21,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000669,C00227,,email,product_question,high,open,2026-02-07 23:18:45,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000670,C00171,,chat,return_request,urgent,open,2025-06-30 16:12:38,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000671,C00371,,phone,refund,low,open,2026-02-19 21:34:41,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T000672,C00426,O000215,chat,billing,urgent,resolved,2025-08-13 19:38:38,2025-08-17 13:38:38,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Provided policy details and next steps.
T000673,C00311,O000317,phone,delivery_issue,low,resolved,2025-02-04 02:39:39,2025-02-06 17:39:39,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,Clarified invoice and resent billing document.
T000674,C00337,O000931,phone,warranty,urgent,open,2025-07-23 15:25:38,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000675,C00460,,chat,return_request,low,pending_customer,2025-07-10 15:29:13,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T000676,C00058,O001307,phone,billing,high,closed,2025-01-18 15:59:28,2025-01-19 03:59:28,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,Issued refund after return inspection.
T000677,C00189,O000858,web_form,billing,high,closed,2026-01-08 18:17:50,2026-01-10 05:17:50,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Validated warranty and requested diagnostic evidence.
T000678,C00022,O001006,email,technical_issue,urgent,resolved,2026-01-30 15:31:20,2026-02-02 19:31:20,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Issued refund after return inspection.
T000679,C00121,O000340,phone,product_question,medium,closed,2026-02-05 04:51:56,2026-02-05 14:51:56,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,Provided policy details and next steps.
T000680,C00062,,web_form,refund,low,resolved,2025-06-24 06:17:47,2025-06-26 00:17:47,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Validated warranty and requested diagnostic evidence.
T000681,C00321,O000471,email,return_request,medium,resolved,2025-06-02 05:12:03,2025-06-05 15:12:03,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Validated warranty and requested diagnostic evidence.
T000682,C00226,O000224,chat,delivery_issue,high,open,2025-07-13 15:03:06,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000683,C00264,O001118,email,return_request,urgent,resolved,2026-03-04 20:13:28,2026-03-09 19:13:28,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Clarified invoice and resent billing document.
T000684,C00071,O001316,chat,return_request,urgent,closed,2025-12-26 04:59:14,2025-12-27 13:59:14,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Provided policy details and next steps.
T000685,C00452,,web_form,product_question,medium,resolved,2026-02-10 09:39:21,2026-02-11 19:39:21,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Provided policy details and next steps.
T000686,C00016,O000879,web_form,technical_issue,urgent,new,2025-05-19 15:50:24,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000687,C00437,O000139,phone,refund,urgent,resolved,2026-02-26 15:19:38,2026-02-27 03:19:38,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Provided policy details and next steps.
T000688,C00209,,phone,billing,high,resolved,2026-02-22 17:14:59,2026-02-26 20:14:59,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Clarified invoice and resent billing document.
T000689,C00042,O000703,phone,refund,medium,open,2025-09-30 16:15:39,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000690,C00455,O000031,email,return_request,low,closed,2025-09-08 19:50:20,2025-09-10 17:50:20,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Issued refund after return inspection.
T000691,C00090,,email,delivery_issue,medium,open,2025-08-23 02:57:40,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000692,C00354,,phone,technical_issue,medium,resolved,2025-05-20 13:46:44,2025-05-23 07:46:44,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Validated warranty and requested diagnostic evidence.
T000693,C00492,O001366,chat,return_request,medium,closed,2026-01-14 09:11:18,2026-01-18 16:11:18,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,Provided policy details and next steps.
T000694,C00035,O000786,chat,technical_issue,medium,open,2025-08-12 01:31:31,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,
T000695,C00407,O000271,web_form,billing,urgent,pending_customer,2025-10-11 19:24:55,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T000696,C00141,O000722,chat,refund,high,resolved,2026-01-31 07:06:55,2026-02-04 04:06:55,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,Validated warranty and requested diagnostic evidence.
T000697,C00389,O001257,web_form,technical_issue,medium,closed,2025-08-11 11:35:26,2025-08-16 09:35:26,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Clarified invoice and resent billing document.
T000698,C00049,O000595,web_form,billing,medium,resolved,2026-01-27 10:36:32,2026-01-30 04:36:32,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Shared shipment update and opened carrier claim.
T000699,C00246,O000798,email,product_question,high,new,2026-01-22 10:08:43,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000700,C00466,O000027,email,return_request,low,resolved,2025-01-02 13:42:42,2025-01-05 14:42:42,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,Issued refund after return inspection.
T000701,C00429,O000321,web_form,product_question,medium,open,2025-04-01 19:24:54,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000702,C00249,O000098,chat,technical_issue,medium,open,2026-02-24 10:13:17,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000703,C00046,O000473,chat,warranty,medium,new,2026-02-05 04:09:21,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,
T000704,C00448,O001352,phone,return_request,high,open,2025-08-15 02:28:22,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T000705,C00468,O001229,chat,billing,high,closed,2025-12-11 14:56:58,2025-12-14 12:56:58,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Issued refund after return inspection.
T000706,C00039,O000049,web_form,return_request,urgent,resolved,2025-12-24 01:39:58,2025-12-28 13:39:58,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Issued refund after return inspection.
T000707,C00134,O000012,web_form,billing,low,resolved,2026-03-25 20:02:21,2026-03-29 23:02:21,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,logistics,Issued refund after return inspection.
T000708,C00085,O000770,email,billing,medium,resolved,2026-02-18 02:53:24,2026-02-22 21:53:24,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Clarified invoice and resent billing document.
T000709,C00016,O001061,web_form,return_request,low,closed,2025-06-08 16:30:48,2025-06-13 16:30:48,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Provided policy details and next steps.
T000710,C00091,,chat,delivery_issue,urgent,pending_customer,2025-03-01 13:49:57,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000711,C00188,O000154,email,warranty,medium,resolved,2026-03-08 09:00:51,2026-03-09 03:00:51,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,Shared shipment update and opened carrier claim.
T000712,C00103,O000859,chat,delivery_issue,high,resolved,2025-03-21 08:31:20,2025-03-24 17:31:20,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,Shared shipment update and opened carrier claim.
T000713,C00453,,phone,billing,low,resolved,2026-02-25 07:01:45,2026-02-26 10:01:45,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Shared shipment update and opened carrier claim.
T000714,C00023,O000382,email,warranty,low,closed,2025-04-14 00:41:33,2025-04-14 11:41:33,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Shared shipment update and opened carrier claim.
T000715,C00150,O001266,web_form,product_question,urgent,resolved,2025-04-02 10:07:25,2025-04-03 09:07:25,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Issued refund after return inspection.
T000716,C00498,O000348,phone,product_question,low,open,2025-05-30 17:04:22,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T000717,C00180,O000998,web_form,product_question,high,open,2026-01-05 09:20:46,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T000718,C00366,O000780,web_form,refund,low,open,2025-03-20 23:59:39,,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,
T000719,C00079,O001479,phone,warranty,urgent,resolved,2025-02-23 00:54:55,2025-02-26 11:54:55,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Shared shipment update and opened carrier claim.
T000720,C00465,O000081,phone,return_request,urgent,pending_customer,2025-03-12 19:49:56,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000721,C00413,,chat,warranty,high,resolved,2025-09-27 12:16:19,2025-10-01 01:16:19,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,Provided policy details and next steps.
T000722,C00090,O001450,web_form,refund,medium,resolved,2025-10-10 09:35:19,2025-10-15 03:35:19,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,Validated warranty and requested diagnostic evidence.
T000723,C00066,,phone,billing,medium,resolved,2025-09-07 05:40:25,2025-09-07 15:40:25,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Shared shipment update and opened carrier claim.
T000724,C00087,O000585,phone,return_request,high,open,2026-01-04 20:55:19,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T000725,C00163,O000677,phone,delivery_issue,urgent,resolved,2025-12-18 19:16:59,2025-12-22 00:16:59,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Issued refund after return inspection.
T000726,C00227,O001066,chat,delivery_issue,low,open,2025-10-19 09:32:20,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000727,C00279,O000873,chat,warranty,urgent,closed,2025-11-13 05:07:48,2025-11-14 10:07:48,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,Clarified invoice and resent billing document.
T000728,C00429,,email,warranty,urgent,new,2026-03-26 05:11:13,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T000729,C00493,O001024,web_form,billing,high,resolved,2025-05-12 21:49:28,2025-05-16 08:49:28,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Provided policy details and next steps.
T000730,C00325,O000729,phone,delivery_issue,high,open,2025-08-10 22:01:29,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000731,C00484,O000784,phone,technical_issue,low,resolved,2025-03-04 00:17:16,2025-03-09 00:17:16,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Clarified invoice and resent billing document.
T000732,C00139,O000260,chat,warranty,high,resolved,2025-02-25 02:26:33,2025-02-28 15:26:33,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,Provided policy details and next steps.
T000733,C00500,O000132,email,technical_issue,urgent,open,2025-07-01 19:56:51,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000734,C00319,O001107,email,product_question,high,resolved,2025-05-28 02:22:06,2025-05-30 11:22:06,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Validated warranty and requested diagnostic evidence.
T000735,C00339,,phone,billing,medium,closed,2026-01-04 14:41:28,2026-01-04 18:41:28,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Provided policy details and next steps.
T000736,C00042,O000865,email,billing,low,open,2025-05-29 17:05:34,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000737,C00103,,email,technical_issue,high,resolved,2025-09-11 16:19:33,2025-09-13 22:19:33,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,technical_support,Clarified invoice and resent billing document.
T000738,C00216,O001081,web_form,billing,high,open,2025-05-20 11:00:58,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000739,C00243,O001366,web_form,product_question,low,resolved,2025-06-01 02:05:40,2025-06-05 23:05:40,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Issued refund after return inspection.
T000740,C00040,O001125,web_form,product_question,high,resolved,2025-11-11 07:26:23,2025-11-13 05:26:23,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,Issued refund after return inspection.
T000741,C00328,O001043,phone,delivery_issue,high,resolved,2025-03-06 20:29:09,2025-03-09 12:29:09,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,Issued refund after return inspection.
T000742,C00204,O001307,phone,warranty,high,closed,2025-12-25 23:03:55,2025-12-26 05:03:55,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Clarified invoice and resent billing document.
T000743,C00406,O000849,phone,technical_issue,medium,open,2026-02-24 15:49:25,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000744,C00158,O000146,phone,return_request,urgent,pending_customer,2025-10-11 15:19:08,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,
T000745,C00468,O001316,phone,delivery_issue,urgent,pending_customer,2025-02-09 19:40:37,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000746,C00276,O000117,phone,billing,medium,pending_customer,2026-03-15 10:51:17,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T000747,C00286,O000816,chat,return_request,low,resolved,2025-01-21 14:13:48,2025-01-21 23:13:48,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,Validated warranty and requested diagnostic evidence.
T000748,C00500,O001300,phone,technical_issue,medium,closed,2025-01-31 08:19:49,2025-02-02 15:19:49,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Shared shipment update and opened carrier claim.
T000749,C00108,O000413,chat,billing,medium,open,2026-02-23 10:35:48,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000750,C00436,O000665,chat,warranty,medium,resolved,2025-05-01 03:12:18,2025-05-03 04:12:18,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,Issued refund after return inspection.
T000751,C00133,O000919,email,billing,low,pending_customer,2025-06-11 06:42:46,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,
T000752,C00478,O000081,email,refund,medium,new,2026-02-22 01:09:54,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000753,C00435,O001149,email,technical_issue,urgent,pending_customer,2025-11-14 22:48:49,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,
T000754,C00036,O000295,web_form,warranty,urgent,resolved,2026-03-27 18:28:23,2026-04-01 16:28:23,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,technical_support,Validated warranty and requested diagnostic evidence.
T000755,C00479,O000726,email,refund,low,open,2025-08-18 03:11:12,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000756,C00186,,phone,delivery_issue,medium,resolved,2026-03-22 18:13:18,2026-03-23 12:13:18,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Validated warranty and requested diagnostic evidence.
T000757,C00038,,web_form,product_question,urgent,closed,2025-05-02 09:07:33,2025-05-05 02:07:33,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,Provided policy details and next steps.
T000758,C00311,O000389,chat,billing,low,open,2025-04-16 20:46:14,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000759,C00350,O000899,web_form,return_request,high,resolved,2026-01-04 11:36:32,2026-01-09 07:36:32,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",billing,Issued refund after return inspection.
T000760,C00287,,phone,refund,low,pending_customer,2025-08-18 22:11:04,,Refund request for recent order,Customer requests update on refund amount and processing time.,technical_support,
T000761,C00281,O000415,email,technical_issue,medium,open,2025-12-21 00:08:08,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,
T000762,C00438,O000559,web_form,delivery_issue,urgent,open,2025-09-05 15:54:34,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,
T000763,C00327,O001306,chat,refund,urgent,resolved,2025-08-11 16:50:07,2025-08-12 05:50:07,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,Provided policy details and next steps.
T000764,C00288,O000837,web_form,warranty,medium,open,2025-08-06 15:15:01,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T000765,C00067,O000806,email,product_question,medium,resolved,2025-05-30 15:42:19,2025-06-03 05:42:19,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Validated warranty and requested diagnostic evidence.
T000766,C00455,O000729,email,technical_issue,low,resolved,2025-11-17 21:14:16,2025-11-19 04:14:16,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Provided policy details and next steps.
T000767,C00042,O001386,phone,technical_issue,medium,resolved,2026-03-17 04:37:45,2026-03-21 15:37:45,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Shared shipment update and opened carrier claim.
T000768,C00043,O000794,phone,warranty,high,resolved,2025-07-03 19:02:32,2025-07-03 23:02:32,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,returns,Issued refund after return inspection.
T000769,C00497,O001389,email,refund,high,open,2025-08-14 05:24:08,,Refund request for recent order,Customer requests update on refund amount and processing time.,billing,
T000770,C00071,O000420,web_form,delivery_issue,low,resolved,2025-02-24 14:48:25,2025-02-24 18:48:25,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,Provided policy details and next steps.
T000771,C00435,O000270,email,delivery_issue,medium,resolved,2025-11-30 14:59:57,2025-11-30 20:59:57,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,Provided policy details and next steps.
